tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Giảm mạnh. Cần bán CHDV đường số 47, P. Thảo Điền, Q2 - IB liền tay có giá không tưởng",Thỏa thuận,"Đường 47, Phường Thảo Điền, Quận 2, Hồ Chí Minh","207,8 m²",18 phòng,N/A,7 tầng,N/A,26/03/2026
"Bán căn Villa Võ Thị Sáu, Quận 1 (6.4x18m) 4 tầng, 5 phòng - DT: 113m2 giá 28,5 tỷ TL0906 871 ***","28,5 tỷ","Đường Võ Thị Sáu, Phường Tân Định, Quận 1, Hồ Chí Minh",113 m²,5 phòng,N/A,4 tầng,Sổ đỏ/ Sổ hồng.,20/03/2026
Nhà HXH Bà Hom - 4.1x10m - 4.9 Tỷ - Gần Chợ Cây Da Sà,"4,9 tỷ","Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",41 m²,2 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
Bán nhà Quận 3 góc 3 mặt tiền ko lộ giới ngang 3.8m 5 tầng 6PN 1 căn 2 xe tải tránh khu Bàn cờ,"7,98 tỷ","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",46 m²,6 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
Phan Văn Trị - Quận 5 - Cách mặt tiền chỉ 3 căn - 3 tầng - Hoàn công - Sẵn dòng tiền thuê - 5.4 tỷ,"5,4 tỷ","Đường Phan Văn Trị, Phường 3, Quận 5, Hồ Chí Minh",24 m²,4 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
Nhà cực đẹp 5 phòng ở ngay - Ngang 5 dài 18 vuông vức,"12,5 tỷ","Đường Tôn Thất Thuyết, Phường 15, Quận 4, Hồ Chí Minh",90 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Q8 NHÀ 5 LẦU XE HƠI ĐỖ CỬA GẦN CHỢ RẠCH ÔNG NHỈNH 10 TỶ
Đường Nguyễn Thị Tần, Chợ Rạch ông","10,95 tỷ","Đường Nguyễn Thị Tần, Phường 2, Quận 8, Hồ Chí Minh","60,5 m²",5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"4 Tầng - Hương Lộ 2, 96m2, 4x24m - Bình Tân - HXH 6m thông - giá đầu tư - sẵn dòng tiền","6,3 tỷ","Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",96 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,19/03/2026
"CHDV , CAO CẤP 4 TẦNG , KHU KIỂU ĐÀM ,VỚI 11PHÒNG KHÉP KÍN , HẺM XE TẢI THÔNG","13,9 tỷ","Đường Kiều Đàm, Phường Tân Hưng, Quận 7, Hồ Chí Minh",78 m²,11 phòng,11 phòng,4 tầng,Sổ đỏ/ Sổ hồng,16/03/2026
"Bán Nhà 4 Tầng BTCT Hẻm Xe Hơi, Trường Chinh, Phường 14, Tân Bình, Chỉ 8.35 Tỷ","8,35 tỷ","Đường Trường Chinh, Phường 14, Quận Tân Bình, Hồ Chí Minh",52 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
"BÁN NHÀ, NGUYỄN ẢNH THỦ, HẺM XE HƠI 120 M2 NHỈNH 7 TỶ. LH NGÀ NHÀ THẬT GIÁ THẬT Q 12.","7,2 tỷ","Đường Lê Văn Khương, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",120 m²,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,30/03/2026
"Bán nhà 4 tầng, hẻm xe hơi 6 m,Cao Thắng,p12,Q10,diện tích 60 m,giá hơn 12 tỷ",12 tỷ,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",50 m²,6 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Nhà hẻm kinh doanh đường Lò Siêu, Phường 16 Quận 11  4 Tầng  50m2 - Giá 10.48 tỷ","10,45 tỷ","Đường Lò Siêu, Phường 16, Quận 11, Hồ Chí Minh",50 m²,6 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Bán nhà hẻm 8m Cư xá Đồng Tiến, P.14, Q.10 - Ngang 9m - Giá chỉ 9,9 tỷ","9,9 tỷ","Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",36 m²,5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
"Bán nhà hẻm xe hơi, gần đường Lê Văn Quới, Bình Tân, ngang 4m dài 16m, nhỉnh 5 tỷ","5,6 tỷ","Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",64 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"10x25m khuôn đất lớn trung tâm khu chợ lớn - 4 tầng thang máy, dòng tiền trên 120 triệu/ tháng",29 tỷ,"Đường Bình Tây, Phường 1, Quận 6, Hồ Chí Minh",250 m²,40 phòng,N/A,4 tầng,Sổ đỏ/ Sổ hồng,17/03/2026
"Bán nhà HXH Tô Ngọc Vân, Phường An Hội Đông. 56m2(4x14m). 2 tầng. 3pn. Chỉ 5,1 tỷ.","5,1 tỷ","Đường Tô Ngọc Vân, Phường 16, Quận Gò Vấp, Hồ Chí Minh",56 m²,3 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
Hàng hiếm! Ngang đẹp 5m - hẻm ôtô Lê Thị Riêng - Thông Nguyễn Trãi - Q1 - 4 tầng. Chỉ 23tỷ (TL),23 tỷ,"Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",62 m²,5 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
"BÁN NHÀ CẤP 4 ĐƯƠNG THÔNG Ô TÔ 85M2 2PN GIÁ 7,5TY","7,5 tỷ","Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",85 m²,2 phòng,1 phòng,N/A,Sổ đỏ/ Sổ hồng,18/03/2026
"BÁN NHÀ TP HCM, GÒ VẤP, BÙI QUANG LÀ, 68M2, 4 TẦNG, Ô TÔ VÀO NHÀ, GIÁ 8.25 TỶ","8,25 tỷ","Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh",68 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
"Nhà chính chủ HXH 5 m DT: 3x15,6m - CN 41m² - 4 tầng - chỉ 9,9tỷ TL không lỗi phong thủy vị trí đẹp","9,9 tỷ","Đường Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận, Hồ Chí Minh",41 m²,4 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
CHỈ 5 TỶ HƠN - 64M2 - HẺM XE HƠI - NGAY TÔ HIỆU - HOÀ BÌNH - TÂN PHÚ - GIÁ TỐT NHẤT KHU VỰC.,"5,8 tỷ","Đường Lý Thánh Tông, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",64 m²,4 phòng,N/A,2 tầng,Sổ đỏ/ Sổ hồng,17/03/2026
-Nhà SHR đường Tân Mỹ Quận 7 Thông Ra Cư Xá Ngân Hàng Và Nguyễn Văn Linh Trần Xuân Soạn,"4,15 tỷ","163 Đường Tân Mỹ, Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",45 m²,2 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Nhà bán trệt lầu vị trí đẹp 54m2(5,8 x 9,5)n hậu 6,1m-3 pn, hẻm thông 3,5m gần Mt Dương B Trạc P1Q8","5,68 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",54 m²,3 phòng,1 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Bán nhà 84m2 hẻm xe hơi Nguyễn Văn Quá - 4,2x20 - Đông Hưng Thuận - Quận 12 - 6,2 tỷ","6,2 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",84 m²,2 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
"Nhà 5 tầng BTCT đường nhựa xe tải 10m, Quận 6, gần Nguyễn Văn Luông, 4x16m, nhỉnh 9 tỷ","9,85 tỷ","Đường Cư Xá Phú Lâm, Phường 12, Quận 6, Hồ Chí Minh",64 m²,5 phòng,3 phòng,5 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
"Nhà xinh, nở hậu, không LG - Cách Mạng Tháng 8 - 36m2, 4 tầng - 5.5 tỷ","5,5 tỷ","Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",36 m²,4 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Mặt bằng kinh doanh - hẻm 1/x tải thông, ôtô 7c vào nhà, sát mặt tiền, * 84m2* 4 tầng 9.18 tỷ TL","9,18 tỷ","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh",84 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Nhà mới đẹp ngay chợ Phú Lâm, 70m2, 4 tầng BTCT,4 PN 5WC, hẻm thông xe hơi tới nhà,khu dân trí cao","6,5 tỷ","Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",70 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
NHỈNH 4 TỶ BÁN NHÀ MỚI XỊN 3 TẦNG 4 PHÒNG NGAY HUỲNH THỊ HAI - QUẬN 12 . Ô TÔ ĐẬU TẬN CỬA .,"4,7 tỷ","Đường Huỳnh Thị Hai, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",40 m²,4 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
CÁCH 60M RA HXH - LIỀN KỀ KDC HIMLAM - NHÀ 4 TẦNG - NHỈNH 2 TỶ..,"2,99 tỷ","Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",16 m²,2 phòng,2 phòng,4 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Căn 36.9m hẻm 5m Nguyễn Thiện Thuật, Q3. Thông ra Nguyễn Đình Chiểu. Xây 3 tầng lửng",Thỏa thuận,"Phố Nguyễn Thiện Thuật, Phường 1, Quận 3, Hồ Chí Minh","36,9 m²",4 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
"Bán nhà riêng tại Chợ Thiếc, Quận 11","12,5 tỷ","Đường Tân Khai, Phường 4, Quận 11, Hồ Chí Minh","43,4 m²",6 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,26/03/2026
"Chỉ 1 căn duy nhất toạ lạc ngay trục đường cực kỳ sầm uất Bến Vân Đồn, Q4 - Giá 4 tỷ 990- SHR","4,99 tỷ","Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",52 m²,3 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
Xuất cảnh bán gấp - Bán nhà Trần Văn Đang 127m² 2 tầng - 24 tỷ,24 tỷ,"Đường Trần Văn Đang, Phường 11, Quận 3, Hồ Chí Minh",127 m²,N/A,N/A,2 tầng,N/A,21/03/2026
"Nhà full nội thất, đường TX 25, DT:4x14M, Lửng, 3 Lầu, 4PN, 6VS, Gara ôtô, P.thờ, Sân thượng,","6,35 tỷ","Đường Thạnh Xuân 25, Phường Thới An, Quận 12, Hồ Chí Minh",56 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
Đường nhựa 8m - nhà 4 tầng - DT 4x17 - gần Hòa Bình - Tô Hiệu - hướng Đầm Sen - nhỉnh nhẹ 8 tỷ,Thỏa thuận,"Đường Hòa Bình, Phường 3, Quận 11, Hồ Chí Minh",68 m²,5 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
"Hẻm xe hơi 8m nhựa Út Tịch, P4, TB, 3.5x13m, 3PN, cách mặt phố chỉ 4-5 căn, hẻm sang trọng đẳng cấp","6,8 tỷ","Đường Út Tịch, Phường 4, Quận Tân Bình, Hồ Chí Minh","45,5 m²",2 phòng,2 phòng,3 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
BÁN NHÀ HẺM 670/18 ĐOÀN VĂN BƠ 2 TẦNG QUẬN 4,"4,6 tỷ","670/16 Đoàn Văn Bơ Phường Xóm Chiếu , Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",37 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Bán nhà hẻm xe hơi Nguyễn Xí, P26, Q. Bình Thạnh DT 59m2. Sổ sẵn",Thỏa thuận,"Phố Nguyễn Xí, Phường 26, Quận Bình Thạnh, Hồ Chí Minh",59 m²,N/A,N/A,3 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"NHÀ BÀ HOM, Q6, 70M2 NGANG 5M, Ô TÔ NGỦ NHÀ, GẦN VÒNG XOAY PHÚ LÂM, GIÁ 7 TỶ",7 tỷ,"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",70 m²,N/A,N/A,2 tầng,Sổ đỏ/ Sổ hồng,19/03/2026
"Chính chủ bán nhà Trần Não, An Khánh, Quận 2. DT: 611m2 (20x32m), 2 tầng, rẻ hơn TT 20%. Giá: 86 tỷ",86 tỷ,"Đường Trần Não, Phường An Khánh, Quận 2, Hồ Chí Minh",611 m²,N/A,N/A,2 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
BÁN NHÀ RIÊNG PHƯỜNG BÌNH PHÚ QUẬN 6 - HẺM XE TẢI - 80M2 - 3 TẦNG - GIẢM CHỈ CÒN 14.5 TỈ,"14,5 tỷ","Đường 9, Phường 11, Quận 6, Hồ Chí Minh",80 m²,4 phòng,5 phòng,3 tầng,N/A,20/03/2026
"Nhà 1/ cách mặt tiền Quang Trung chỉ 10m, tiện xây căn hộ dịch vụ hoặc tách 3 lô","9,9 tỷ","Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh","162,2 m²",N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,25/03/2026
Nhà bán đẹp mới - 4 tầng trung tâm quận 10 Thành Thái gần Vạn Hạnh Mall Tô Hiến Thành,"6,59 tỷ","Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",43 m²,4 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,27/03/2026
"Nhà bán, Ấp 1 xã Bình Hưng, DT 4m4x9, 1 lầu 2 phòng ngủ. 1 WC, gần Bến Xe Q8, hẻm trước nhà 5m","1,85 tỷ","Đường Quốc Lộ 50, Phường 5, Quận 8, Hồ Chí Minh","38,9 m²",2 phòng,1 phòng,2 tầng,Hợp đồng mua bán,25/03/2026
Cặp nhà phố 1 lửng 3 lầu 1/ hẻm 9m đường Trương Thị Hoa (TTH 07),"7,5 tỷ","1/, Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",56 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
"GẦN TRƯỜNG ĐH CÔNG THƯƠNG, AEON TÂN PHÚ- BÁN NHÀ 50M2 * 4 TẦNG-SẴN DÒNG TIỀN 30TR/ THÁNG 6 TỶ","6,2 tỷ","Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",50 m²,7 phòng,8 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"4 TẦNG, HẺM XE HƠI HƯƠNG LỘ 2, LÊ VĂN QUỚI, NGANG LỚN 5,1x12, 4PN, PHÁP LÝ CHUẨN CHỈNH","6,39 tỷ","Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",60 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,16/03/2026
Nhanh Tay Chốt Siêu Phẩm Bán Đất Tặng Nhà Cấp 4 Đường Xe Ô Tô Thông Tứ Hướng Còn Sót Có 102 Quận 2.,8 tỷ,"đường số, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",81 m²,3 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,19/03/2026
"Bán nhà căn góc đường xe hơi thông Q6 khu Bình Phú - 4x15m, 3 tầng, cho thuê 18tr/th - nhỉnh 9 tỷ","9,08 tỷ","Phường 10, Quận 6, Hồ Chí Minh",60 m²,N/A,N/A,3 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
"Bán nhà riêng tại Bông Sao, 6,7 tỷ, 80m2, 4PN, 2WC, pháp lý đầy đủ, uy tín","6,7 tỷ","Đường Bông Sao, Phường 4, Quận 8, Hồ Chí Minh",80 m²,4 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
Nhà ở ngay - chính chủ trang bìa - nhà chủ tự xây ở kiên cố - hẻm thông tứ tung - nhỉnh 6 tỷ,"6,4 tỷ","Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",50 m²,4 phòng,3 phòng,N/A,Sổ hồng riêng,28/03/2026
"Vị trí vàng khu vực Quận 5 Ngay Nguyễn Trãi, Phường 2, Quận 5 - Giá: 5 tỷ 250/ 65m2 - 3 lầu, 4 PN","5,25 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",65 m²,4 phòng,5 phòng,3 tầng,Sổ hồng riêng,29/03/2026
"Cô Bắc - Phú Nhuận - Hẻm xe hơi - Đường 6m đỗ nhựa sạch sẽ, lắp lề - 3 tầng - 60,2m2 - chỉ 11,8 tỷ","11,8 tỷ","Đường Cô Bắc, Phường 1, Quận Phú Nhuận, Hồ Chí Minh","60,2 m²",3 phòng,2 phòng,3 tầng,Có sổ.,29/03/2026
"(New) hẻm xe hơi thông - nhà đẹp 3 tầng Phạm Cự Lượng Tân Bình ngay sân bay(47,25m2) ngang 4.5m 3PN","12,3 tỷ","Đường Phạm Cự Lượng, Phường 2, Quận Tân Bình, Hồ Chí Minh","47,25 m²",3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
"Bán Nhà Đường Xe 7 Chỗ CMT8 3 Tầng Giá Chào 8,2 Tỷ","8,2 tỷ","Đường Cách Mạng Tháng Tám, Phường 7, Quận Tân Bình, Hồ Chí Minh",42 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Nguyễn Thông, P9, Q3 đường trước nhà rộng 7m gần Cinemas. Sẵn dòng tiền cho thuê 21tr/th",Thỏa thuận,"Đường Nguyễn Thông, Phường 9, Quận 3, Hồ Chí Minh",71 m²,4 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,22/03/2026
"NHÀ C4, SỔ ĐẸP, KO LG QH - VĨNH VIỄN - 31.1M2, 2TẦNG - 4.68TỶ","4,68 tỷ","Đường Vĩnh Viễn, Phường 4, Quận 10, Hồ Chí Minh","31,1 m²",2 phòng,1 phòng,2 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Bán nhà HXH đường Nguyễn Duy Trinh, phường Bình Trưng Đông, Quận 2. DT 40m² (5.7m x 7m) - 3.25 tỷ","3,25 tỷ","Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",40 m²,2 phòng,1 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Bán Nhà riêng tại Phạm Văn Chí, 6,18 tỷ, 126 m2","6,18 tỷ","Đường Phạm Văn Chí, Phường 7, Quận 6, Hồ Chí Minh",126 m²,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,25/03/2026
Bán nhà hẻm Bình Long-5x9-2Tầng sát Aeon Tân Phú-Giá chỉ 4. XTỷ-Tiện ích xung quanh đầy đủ,"4,95 tỷ","Đường Bình Long, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",45 m²,N/A,N/A,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
HXH thông Khu VIP Thạch Lam 54m2 4x13.5m 2 tầng 2PN chỉ 5.79 tỷ,"5,79 tỷ","Phố Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",54 m²,2 phòng,N/A,2 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Gò Dầu: Hẻm nhựa 8m có lề rộng, đối diện công viên nội bộ. DT: 4.5x17m, vuông, nhà 4 tầng còn mới","10,8 tỷ","Đường Gò Dầu, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh","76,5 m²",5 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
"BÁN NHÀ Q.1 - SAU LƯNG CĂN MT HẺM 5M - 6 CHDV FULL NT TRUNG TÂM Q1 VIEW BITEXCO CHỈ 12,8 TỶ","12,8 tỷ","Đường Calmette, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh","49,4 m²",6 phòng,7 phòng,4 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
"Nguyễn Văn Đậu P11 Bình Thạnh - 100m2 - 8m x 17m - 3 PN - 2 tầng - 8,9 tỷ","8,9 tỷ","Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh",100 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
Dương Bá Trạc DT 75m2(4x19) 3 tầng HXH giá chỉ 9ty,9 tỷ,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",75 m²,4 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,19/03/2026
Bán nhà đôi 2 căn hẻm ba gác thông thoáng gần đường Tôn Đản,"6,5 tỷ","Đường Tôn Đản, Phường 15, Quận 4, Hồ Chí Minh",50 m²,6 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng,22/03/2026
"CHDV HUỲNH TẤN PHÁT Q.7, 92m2, CHỈ 8Ty7, CÁCH MẶT TIỀN CHỈ 50M SẴN DÒNG TIỀN","8,7 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",92 m²,7 phòng,8 phòng,4 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
Tân Phú mặt tiền xe hơi ngủ trong nhà,"8,9 tỷ","Đường Trần Thủ Độ, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",45 m²,3 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,27/03/2026
"BÁN NHÀ 105M2 - 3TẦNG - HẺM THÔNG, ÔTÔ 5M SÁT PHÚ NHUẬN - ĐỐI DIỆN HẺM NHÀ KHÁCH 175","11,99 tỷ","Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Hồ Chí Minh",104 m²,4 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Nhà đẹp 5 tầng Trung Mỹ Tây, sát Nguyễn Ảnh Thủ - đường nhựa 8m - bank định giá 16tỷ - bán 12,5 tỷ","12,5 tỷ","Đường Trung Mỹ Tây 19, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh","102,2 m²",5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
Căn góc - cách HXH 30m - 35.2m2 - 4 tầng BTCT - giá 6.6 tỷ,"6,6 tỷ","Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh","35,2 m²",3 phòng,2 phòng,4 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
BÁN NHÀ 4 TẦNG - NGUYỄN THỊ ĐỊNH - 70M2 - ĐƯỜNG Ô TÔ - 7.x TỶ,7 tỷ,"Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",70 m²,N/A,N/A,4 tầng,N/A,21/03/2026
"Gấp! Tôi cần bán gấp căn nhà Cô Giang, Phú Nhuận 58,2m2. Ngay khu Phan Xích Long, SHR",Thỏa thuận,"Đường Cô Giang, Phường 2, Quận Phú Nhuận, Hồ Chí Minh","58,2 m²",4 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
165m2 hiếm view Landmark - sát Q1 - HXH - ngang 10m - 12 phòng dòng tiền 70tr/th ~100tr/m2 - 16tỷ8,"16,8 tỷ","Đường Nguyễn Hữu Cảnh, Phường 17, Quận Bình Thạnh, Hồ Chí Minh",165 m²,12 phòng,13 phòng,3 tầng,Sổ hồng,31/03/2026
"Khu VIP Nguyễn Chí Thanh Q5 ngang 8,8m dài 20m 3 tầng giá 29,5 tỷ giáp Ngô Gia Tự","29,5 tỷ","Đường Nguyễn Chí Thanh, Phường 9, Quận 5, Hồ Chí Minh",135 m²,N/A,N/A,3 tầng,Có sổ.,27/03/2026
QUẬN 10 - HẺM XE HƠI THÔNG - ĐƯỜNG CÁCH MẠNG THÁNG TÁM - DT 36.6M2 (3.9 x 10m) - GIÁ GIẢM CÒN 6T,"6,6 tỷ","Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",37 m²,N/A,N/A,2 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
TRẦN HƯNG ĐẠO - QUẬN 5 - HXH - SÁT VÁCH QUẬN 1 - GẦN MẶT TIỀN - 56M2 - NHỈNH 8 TỶ,"8,65 tỷ","Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",56 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
"CÔ MINH BÁN NHÀ NGUYỄN VĂN NGHI, PHƯỜNG 1, GÒ VẤP/DT 54,8M2/ GIÁ 3 TỶ 560TR/ SỔ RIÊNG CHÍNH CHỦ","3,56 tỷ","Đường Nguyễn Văn Nghi, Phường 1, Quận Gò Vấp, Hồ Chí Minh","54,8 m²",3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
HIẾM: NHÀ 4 TẦNG TÔ HIẾN THÀNH HẺM 8M XE TẢI TRÁNH 80M DÒNG TIỀN 27TR/THÁNG SÁT MẶT TIỀN CHỈ 25 TỶ,25 tỷ,"Đường Tô Hiến Thành, Phường 11, Quận 10, Hồ Chí Minh",80 m²,5 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,27/03/2026
"BÁN NHÀ ĐƯỜNG PHỔ QUANG, KẾ BÊN BV TÂM ANH. Nhỉnh 12 tỷ","12,2 tỷ","Đường Phổ Quang, Phường 2, Quận Tân Bình, Hồ Chí Minh",48 m²,2 phòng,2 phòng,3 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
Nhà Phố 4 Tầng Full Nội Thất 1/ Hẻm nhựa 6m Lê Văn Khương,"6,85 tỷ","Đường Lê Văn Khương, Phường Thới An, Quận 12, Hồ Chí Minh",58 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"CHÍNH CHỦ BÁN GẤP XOAY VỐN, 3tỷ980 thương lượng, hơn 60m2 tại D2-P25-Bình Thạnh, rộng rãi, SHR","3,98 tỷ","D2, Đường D, Phường 25, Quận Bình Thạnh, Hồ Chí Minh",60 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
